index,City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
3497,SOUTH SALT LAKE,UT,84115,MOUNTAIN W. SMALL BUS. FINAN,UT,0,1,2,26,1,1,0,N,N,877000,0,877000,877000,0
3498,JAFFREY,NH,3452,GRANITE ST. ECONOMIC DEVEL COR,NH,0,14,2,6,8,1,2,N,N,133000,0,133000,133000,0
3499,ACWORTH,GA,30102,JPMORGAN CHASE BANK NATL ASSOC,IL,236118,3,1,0,3,0,1,N,N,35000,0,35000,35000,1
3500,PALM SPRINGS,CA,92262,CALIFORNIA BANK & TRUST,CA,0,28,1,0,0,1,0,0,N,387000,0,387000,290250,0
3501,LOS ANGELES,CA,90010,BANK OF AMERICA NATL ASSOC,NC,448140,6,1,0,6,1,1,Y,N,61226,0,50000,25000,0
3502,KANSAS CITY,MO,64134,ZIONS FIRST NATIONAL BANK,UT,0,8,1,0,0,22470,0,0,N,1140000,0,1140000,748980,0
3503,BOTHELL,WA,98012,GE CAP. SMALL BUS. FINAN CORP,TX,0,10,1,0,0,1,0,0,N,584500,0,586200,439650,1
3504,ALEXANDRIA,PA,16611,FIRST COMMONWEALTH BANK,PA,452990,1,2,2,1,1,0,0,N,67500,0,115000,97750,0
3505,Hudsonville,MI,49426,THE HUNTINGTON NATIONAL BANK,OH,238320,6,1,0,6,0,1,Y,N,59707,0,25000,12500,0
3506,LOS OSOS,CA,93402,HERITAGE OAKS BANK,CA,812910,2,1,0,2,1,2,0,N,35000,0,70000,59500,0
3507,SCHAUMBURG,IL,60193,URBAN PARTNERSHIP BANK,IL,445310,1,1,0,0,1,1,N,N,258000,0,258000,193500,0
3508,CROOKSTON,MN,56716,MINNESOTA BUS. FINAN CORP,MN,0,17,1,17,0,4150,0,N,N,472000,0,472000,472000,0
3509,Arlington,TX,76011,SEACOAST COMMERCE BANK,CA,326199,17,1,0,0,0,1,N,N,1062500,0,1062500,956250,0
3510,DETROIT,MI,48235,BBCN BANK,CA,711510,1,1,10,1,1,0,0,N,5000,0,5000,4250,1
3511,ROCKFORD,IL,61110,JPMORGAN CHASE BANK NATL ASSOC,IL,233320,10,1,0,0,1,0,N,N,50000,0,50000,45000,0
3512,Los angeles,CA,90024,USC CU,CA,713940,1,2,1,0,0,1,N,N,144000,0,144000,129600,0
3513,ALPHARETTA,GA,30022,CORNERSTONEBANK,GA,713940,2,1,3,3,1,1,0,N,40000,0,40000,20000,1
3514,KANEOHE,HI,96744,"AMERICAN SAVINGS BANK, FSB",HI,451140,1,1,0,0,1,2,0,Y,10000,0,10000,8500,0
3515,HIGHLAND PARK,MI,48203,JPMORGAN CHASE BANK NATL ASSOC,IL,448140,2,2,2,0,0,1,N,N,10200,0,10200,5100,1
3516,NEW YORK,NY,11432,BANCO POPULAR NORTH AMERICA,NY,621391,2,1,0,2,1,1,0,N,25000,0,25000,21250,0
3517,EAGLEVILLE,PA,19408,"TD BANK, NATIONAL ASSOCIATION",PA,0,2,2,28,2,1,1,0,N,760000,0,760000,570000,0
3518,BELLVILLE,TX,77418,CAPITAL ONE NATL ASSOC,VA,311421,2,1,2,2,0,1,Y,N,71707,0,35000,17500,0
3519,WEATHERFORD,TX,76086,1ST NATL BK OF WEATHERFORD,TX,0,2,2,0,0,1,0,0,Y,33000,0,33000,26400,0
3520,LEHI,UT,84043,MOUNTAIN W. SMALL BUS. FINAN,UT,722410,10,1,6,0,1,1,0,N,248000,0,248000,248000,0
3521,SUN VALLEY,CA,91352,MISSION VALLEY BANK,CA,423320,9,1,2,9,1,1,0,N,350000,0,350000,262500,0
3522,PINEVILLE,LA,71361,REGIONS BANK,LA,0,30,1,0,0,1,0,N,N,155000,0,250000,212500,0
3523,MASON CITY,IA,50402,IOWA BUSINESS GROWTH COMPANY,IA,0,14,1,0,14,79140,0,N,N,431000,0,431000,431000,0
3524,HAMPSTEAD,MD,21074,"PNC BANK, NATIONAL ASSOCIATION",DE,0,1,2,0,0,1,0,N,N,275000,0,275000,233750,0
3525,TAYLORSVILLE,UT,84123,ZIONS FIRST NATIONAL BANK,UT,423220,1,1,0,1,0,1,Y,N,160961,0,75000,37500,1
3526,WEST GREENWICH,RI,2817,BANK OF AMERICA NATL ASSOC,RI,0,4,1,0,0,1,0,N,N,166000,0,166500,124875,0
3527,AIEA,HI,96701,BANK OF HAWAII,HI,621210,6,2,0,6,1,1,0,N,148500,0,148500,74250,0
3528,INDIANAPOLIS,IN,46220,PREMIER CAPITAL CORPORATION,IN,0,22,1,6,16,1,0,N,N,244000,0,256000,256000,0
3529,LAKEWOOD,CO,80226,KEYBANK NATIONAL ASSOCIATION,CO,541940,3,2,0,0,1,0,0,N,223000,0,223000,167250,0
3530,San Marcos,CA,92078,UMPQUA BANK,OR,541611,2,2,0,2,0,1,N,N,25000,0,25000,21250,1
3531,HARRISBURG,SD,57032,MINNWEST BANK,SD,561730,2,,0,2,0,1,N,N,25000,0,25000,21250,1
3532,JEFFERSON CITY,MO,65101,ENTERPRISE DEVEL CORP,MO,0,82,1,25,57,1,0,N,N,744000,0,750000,750000,0
3533,ST LOUIS,MO,63137,ST. LOUIS LOCAL DEVEL CO,MO,0,1,1,0,0,0,0,N,N,103000,0,103000,103000,0
3534,OLATHE,KS,66061,BANK OF AMERICA NATL ASSOC,NC,235310,15,1,0,0,1,0,N,N,40000,0,40000,36000,0
3535,KNOXVILLE,TN,37920,CAPITAL BANK NATL ASSOC,TN,447110,3,1,0,0,1,1,0,Y,35000,0,35000,29750,0
3536,LAUREL,MS,39440,"COMMUNITY BANK, ELLISVILLE",MS,812320,9,1,0,0,1,0,N,Y,100000,0,100000,80000,1
3537,CONROE,TX,77301,WELLS FARGO BANK NATL ASSOC,CA,621210,5,1,8,5,1,1,Y,N,25000,0,25000,12500,0
3538,BAILEY,MS,39320,REGIONS BANK,MS,0,1,1,0,0,1,0,N,N,73700,0,73700,66330,0
3539,ROHNERT PARK,CA,94928,HANMI BANK,CA,423810,3,1,0,3,1,1,Y,N,600000,0,600000,540000,0
3540,HOUSTON,TX,77004,COMERICA BANK,TX,0,1,2,0,0,1,0,N,N,41000,0,41000,36900,0
3541,DALEVILLE,IN,46131,WELLS FARGO BANK NATL ASSOC,SD,0,17,1,0,0,79140,0,0,N,1250000,0,1250000,750000,1
3542,ATLANTA,GA,30345,BANK OF AMERICA NATL ASSOC,NC,445292,5,1,0,5,0,1,Y,N,16000,0,10000,5000,1
3543,CRANBURY,NJ,8512,"PNC BANK, NATIONAL ASSOCIATION",NJ,0,1,1,0,0,0,0,N,N,55000,0,55000,49500,1
3544,WEST CHESTER,PA,19386,WELLS FARGO BANK NATL ASSOC,PA,0,18,1,0,0,1,0,Y,N,35000,0,35000,17500,0
3545,SANTA MONICA,CA,90403,WELLS FARGO BANK NATL ASSOC,SD,517212,3,2,1,3,1,1,Y,N,55862,0,20000,10000,0
3546,SALEM,OR,97302,BANK OF AMERICA NATL ASSOC,NC,541618,1,1,0,1,1,1,T,N,50000,0,50000,25000,0
3547,HONOLULU,HI,96734,FIRST HAWAIIAN BANK,HI,0,2,2,0,0,1,0,0,Y,30000,0,30000,24000,0
3548,BELMONT,NC,28012,COMMUNITYONE BANK NATL ASSOC,NC,0,11,1,0,0,1,0,N,N,45000,0,45000,36000,0
3549,HUDSON,WI,54016,CITIZENS STATE BANK,WI,323119,20,1,0,20,0,1,N,N,280000,0,280000,140000,0
3550,MINNETONKA,MN,55343,BMO HARRIS BK NATL ASSOC,IL,812320,2,1,0,5,1,1,0,N,130000,0,130000,110500,0
3551,ANDOVER,MA,1810,WELLS FARGO BANK NATL ASSOC,SD,236118,4,1,2,6,1,1,Y,N,158810,0,40000,20000,1
3552,ATLANTA,GA,30319,BRANCH BK. & TR CO,GA,0,10,1,0,0,1,0,N,N,230000,0,230000,195500,0
3553,EL CAJON,CA,92020,WELLS FARGO BANK NATL ASSOC,SD,0,4,1,0,0,0,0,N,N,250000,0,250000,212500,1
3554,ALPHARETTA,GA,30004,BRANCH BK. & TR CO,NC,722110,0,2,30,30,78059,2,N,N,275000,0,275000,137500,0
3555,FRAMINGHAM,MA,1778,BANK OF AMERICA NATL ASSOC,RI,0,4,1,0,0,1,0,N,Y,41000,0,41000,36900,0
3556,SANTA FE,NM,87505,BANK OF AMERICA NATL ASSOC,NM,448320,4,1,0,0,1,0,N,Y,50000,0,50000,45000,0
3557,GREEN BAY,WI,54303,BAYLAKE BANK,WI,421690,33,1,0,0,1,0,N,N,1000000,0,1000000,750000,0
3558,BALLWIN,MO,63011,"READYCAP LENDING, LLC",CA,323110,4,1,0,4,1,1,0,N,238000,0,238000,178500,0
3559,INDIANAPOLIS,IN,46202,NATL BK OF INDIANAPOLIS,IN,484110,9,1,0,0,1,1,0,Y,109500,0,109500,93075,0
3560,WESTMONT,IL,60559,JPMORGAN CHASE BANK NATL ASSOC,IL,541512,1,2,1,1,0,1,Y,N,25000,0,25000,12500,0
3561,AUSTIN,TX,78734,FIRST NATIONAL BANK,TX,621111,3,1,0,3,1,1,0,N,100000,0,100000,80000,0
3562,BRIDGEVIEW,IL,60455,"SOMERCOR 504, INC.",IL,721110,10,1,0,1,1,1,0,N,1038000,0,1038000,1038000,0
3563,DE BARY,FL,32713,GE CAP. SMALL BUS. FINAN CORP,TX,327390,50,1,0,50,1,1,0,N,262000,0,262000,196500,0
3564,JAMESTOWN,NY,14702,BANK OF AMERICA NATL ASSOC,RI,235930,4,1,4,4,1,1,Y,N,148250,0,50000,25000,0
3565,LANCASTER,CA,93534,CALIFORNIA BANK & TRUST,CA,812320,9,2,2,9,1,1,0,N,48000,0,48000,24000,0
3566,Morrice,MI,48857,"PNC BANK, NATIONAL ASSOCIATION",DE,238910,2,1,0,0,1,1,Y,N,37011,0,20000,10000,0
3567,VERNON,CA,90058,"CITIBANK, N.A.",CA,233320,45,1,0,0,1,0,N,N,419238,0,422000,316500,0
3568,SAN FRANCISCO,CA,94124,MORTGAGE CAP. DEVEL CORP,CA,422460,10,1,3,7,1,0,N,N,491000,0,491000,491000,0
3569,CENTRAL POINT,OR,97502,U.S. BANK NATIONAL ASSOCIATION,OH,541890,2,1,0,2,0,1,Y,N,16611,0,10000,5000,1
3570,VISALIA,CA,93291,CERTIFIED DEVEL CORP OF TULARE,CA,0,14,1,8800,8800,0,0,N,N,83000,0,83000,83000,0
3571,HOUSTON,TX,77073,BBCN BANK,CA,541211,2,2,1,2,0,1,N,N,15000,0,15000,12750,1
3572,LONG LAKE,NY,12847,CITIZENS BANK NATL ASSOC,RI,236210,3,1,0,3,1,1,Y,N,27606,0,5000,2500,0
3573,SPRING,TX,77380,JPMORGAN CHASE BANK NATL ASSOC,IL,811213,13,1,0,13,0,1,Y,N,250020,0,100000,50000,1
3574,LAREDO,TX,78043,"LNB, A DIVISION OF",TX,0,4,1,0,0,1,0,N,Y,90000,0,90000,81000,0
3575,SAND SPRINGS,OK,74063,"BOKF, NATIONAL ASSOCIATION",OK,0,7,1,0,0,76282,0,N,Y,100000,0,100000,80000,0
3576,CRYSTAL LAKE,IL,60014,HOME ST. BANK/NATL ASSOC,IL,233310,1,1,1,1,1,1,Y,N,43512,0,25000,12500,0
3577,PORTLAND,OR,97006,BANK OF THE WEST,CA,722110,8,1,4,8,1,1,0,N,66000,0,66000,52800,1
3578,DENVER,CO,80216,"BANK MIDWEST, A DIVISION OF",MO,234110,30,1,0,0,1,0,N,N,400000,0,400000,340000,0
3579,CHATSWORTH,CA,91311,U.S. BANK NATIONAL ASSOCIATION,OH,0,7,1,0,0,1,0,,N,500000,0,500000,425000,0
3580,NEWTON,MA,2460,CITIZENS BANK NATL ASSOC,RI,541430,1,1,0,1,1,1,Y,N,118500,0,60000,30000,0
3581,NEW YORK,NY,10001,BANK OF AMERICA NATL ASSOC,RI,722110,11,1,2,9,1,1,0,N,19800,0,19800,9900,0
3582,MIAMI,FL,33016,JPMORGAN CHASE BANK NATL ASSOC,IL,484110,6,1,0,6,1,1,Y,N,108671,0,50000,25000,1
3583,ISLETON,CA,95641,BANK OF AMERICA NATL ASSOC,NC,532120,1,2,0,1,0,2,Y,N,11987,0,8000,4000,1
3584,OSHKOSH,WI,54904,COMMUNITY FIRST CU,WI,561730,1,2,0,1,0,2,N,N,22000,0,22000,11000,0
3585,ORMOND BEACH,FL,32174,BANK OF AMERICA NATL ASSOC,FL,621610,3,2,0,0,1,0,0,N,100000,0,100000,50000,0
3586,LIBERTY HILL,TX,78642,COMPASS BANK,AL,238190,4,2,0,4,1,2,Y,N,35160,0,20000,10000,0
3587,WAUWATOSA,WI,53226,U.S. BANK NATIONAL ASSOCIATION,OH,0,1,2,0,0,1,0,N,N,266000,0,266000,199500,0
3588,SCOTTS VALLEY,CA,95066,SANTA CRUZ COUNTY BANK,CA,453910,4,2,0,4,1,1,0,N,295500,0,295500,221625,1
3589,AMITYVILLE,NY,11701,"CITIBANK, N.A.",NY,0,8,1,0,8,1,1,Y,N,39291,0,35000,17500,0
3590,Helena,MT,59601,"BUSINESS LOAN CENTER, LLC",FL,811111,1,1,1,1,0,1,N,N,25000,0,25000,21250,0
3591,Romeo,MI,48065,"PNC BANK, NATIONAL ASSOCIATION",DE,236115,1,1,0,0,1,2,Y,N,15000,0,15000,7500,1
3592,ANAHEIM,CA,92806,GE CAP. SMALL BUS. FINAN CORP,TX,811121,13,1,0,0,1,0,N,N,184250,0,184250,156613,0
3593,CRAFTSBURY,VT,5826,UNION BANK,VT,452990,8,2,8,0,0,2,N,N,200000,0,200000,180000,0
3594,SAN JOSE,CA,95112,BANK OF AMERICA NATL ASSOC,NC,323113,1,1,0,1,0,1,Y,N,65913,0,30000,15000,0
3595,TROY,AL,36081,WELLS FARGO BANK NATL ASSOC,SD,811118,3,2,0,0,1,0,N,N,35000,0,35000,31500,0
3596,Nowata,OK,74048,ARVEST BANK,OK,213112,23,1,25,25,0,2,Y,N,60000,0,60000,30000,0
3597,Colonial Heights,VA,23834,"BUSINESS LOAN CENTER, LLC",FL,812112,1,2,1,1,0,1,N,N,24000,0,24000,20400,1
3598,VICKSBURG,MS,39180,TRUSTMARK NATIONAL BANK,MS,0,2,1,0,0,1,0,N,N,40000,0,40000,36000,0
3599,Oak Harbor,OH,43449,"PNC BANK, NATIONAL ASSOCIATION",DE,425120,1,1,1,2,0,2,N,N,37500,0,37500,18750,0
3600,TAOS,NM,87571,PEOPLES BANK,NM,112310,11,1,0,0,1,0,N,N,132000,0,132000,99000,0
3601,Fresno,CA,93710,"READYCAP LENDING, LLC",CA,441310,5,1,1,5,0,1,N,N,801000,0,801000,600750,1
3602,AKRON,OH,44307,CITIZENS BANK NATL ASSOC,RI,561710,1,1,1,1,1,1,N,N,5000,0,5000,2500,0
3603,PORTSMOUTH,VA,23701,BRANCH BK. & TR CO,NC,541921,2,2,0,2,0,2,N,N,15000,0,15000,7500,0
3604,KING CITY,CA,93930,"RABOBANK, NATIONAL ASSOCIATION",CA,0,3,1,0,0,1,0,N,N,155000,0,155000,124000,0
3605,EL CAJON,CA,92019,U.S. BANK NATIONAL ASSOCIATION,OH,0,21,1,0,0,1,0,0,N,233000,0,233000,174750,0
3606,MANASSAS,VA,20110,"PNC BANK, NATIONAL ASSOCIATION",VA,235110,9,1,0,0,1,1,0,Y,50000,0,50000,42500,0
3607,JACKSONVILLE,FL,32205,EVERBANK,FL,334111,3,1,0,0,1,1,0,Y,50000,0,50000,42500,0
3608,SOLDOTNA,AK,99667,WELLS FARGO BANK NATL ASSOC,AK,812112,10,1,0,0,1,0,0,Y,45000,0,45000,36000,0
3609,GILBERT,AZ,85297,BANK OF AMERICA NATL ASSOC,NC,561790,2,1,0,2,1,1,Y,N,10497,0,10000,5000,0
3610,NORTHBROOK,IL,60062,U.S. BANK NATIONAL ASSOCIATION,OH,722110,10,1,2,12,0,1,Y,N,69629,0,50000,25000,1
3611,SALT LAKE CITY,UT,84117,BANK OF THE WEST,UT,811111,3,1,0,0,1,0,N,N,170000,0,170000,127500,0
3612,Victor,NY,14564,GENESEE REGIONAL BANK,NY,562111,6,1,0,6,0,2,N,N,60000,0,60000,30000,0
3613,LONG BEACH,CA,90806,BANK OF AMERICA CALIFORNIA N.A,CA,0,11,1,0,0,1,0,N,N,50000,0,50000,45000,0
3614,SAN JOSE,CA,95118,BANK OF AMERICA CALIFORNIA N.A,CA,541430,1,1,0,0,1,0,Y,N,10000,0,10000,5000,0
3615,Detroit,MI,48214,FIFTH THIRD BANK,OH,445110,1,2,5,1,0,1,N,N,228900,0,228900,171675,0
3616,SALT LAKE CITY,UT,84111,ZIONS FIRST NATIONAL BANK,UT,541110,10,2,1,10,0,1,Y,N,251396,0,250000,125000,0
3617,BROOKLYN,NY,11220,"CITIBANK, N.A.",SD,448140,8,1,0,0,0,0,N,N,55000,0,55000,41250,0
3618,HARRISBURG,NC,28075,MERRILL LYNCH BANK USA,UT,722211,2,1,8,2,15100,1,0,N,231600,0,231600,173700,1
3619,MASON CITY,IA,50401,NSB BANK,IA,453220,3,2,0,0,1,0,N,Y,20000,0,24000,21600,0
3620,SANTA MONICA,CA,90405,BANK OF AMERICA CALIFORNIA N.A,CA,0,1,1,1,1,1,1,0,N,140000,0,140000,105000,0
3621,ELMHURST,IL,60126,NORTH COMMUNITY BANK,IL,0,2,2,0,0,1,0,N,Y,40000,0,40000,32000,0
3622,ALBANY,CA,94706,MORTGAGE CAP. DEVEL CORP,CA,621210,5,1,4,0,1,0,N,N,315000,0,341000,341000,0
3623,WOODLAKE,CA,93286,BANK OF THE SIERRA,CA,0,20,2,0,0,1,2,N,N,250000,0,250000,187500,0
3624,LOS ANGELES,CA,90029,BANK OF AMERICA NATL ASSOC,NC,812310,2,1,0,2,1,1,Y,N,50000,0,50000,25000,1
3625,ORLANDO,FL,32803,BANK OF AMERICA NATL ASSOC,FL,0,1,2,0,0,1,0,0,N,7500,0,7500,3750,0
3626,FARMINGTON,NM,87401,MOUNTAIN W. SMALL BUS. FINAN,UT,721110,5,1,2,0,70552,2,0,N,810000,0,944000,944000,0
3627,STEAMBOAT SPRINGS,CO,80477,WELLS FARGO BANK NATL ASSOC,SD,561730,12,1,3,15,1,1,Y,N,39537,0,15000,7500,1
3628,FORT LAUDERDALE,FL,33312,BANK OF AMERICA NATL ASSOC,NC,523930,1,1,0,1,1,1,Y,N,50000,0,50000,25000,0
3629,GARLAND,TX,75042,LOANS FROM OLD CLOSED LENDERS,DC,0,4,1,0,0,1,0,0,N,180000,0,180000,135000,0
3630,LOS ANGELES,CA,90036,BBCN BANK,CA,448120,1,1,1,1,1,1,0,N,15000,0,15000,12750,0
3631,DOUGLAS,AZ,85607,UMPQUA BANK,OR,811192,1,1,1,1,1,1,0,N,365000,0,365000,273750,0
3632,MASPETH,NY,11378,JPMORGAN CHASE BANK NATL ASSOC,IL,448120,1,1,2,1,0,1,Y,N,75724,0,20000,10000,0
3633,PACOIMA,CA,91331,CITY NATIONAL BANK,CA,0,45,1,0,0,1,0,N,N,400000,0,400000,320000,0
3634,CLEVELAND,OH,44114,"PNC BANK, NATIONAL ASSOCIATION",OH,0,10,1,0,0,1,0,N,N,500000,0,500000,375000,0
3635,ALBUQUERQUE,NM,87102,NEW MEXICO BANK & TRUST,NM,722110,9,2,8,9,1,1,0,N,140000,0,140000,70000,0
3636,SAN ANTONIO,TX,78219,FROST BANK,TX,422470,12,1,0,0,1,1,N,N,400000,0,400000,300000,0
3637,CHARLESTON,ME,4422,"MERRILL BANK, A DIVISION OF",ME,238130,5,1,0,5,1,2,Y,N,837800,0,250000,125000,0
3638,PORT HADLOCK,WA,98339,BANK OF AMERICA NATL ASSOC,NC,722110,14,1,0,14,0,1,Y,N,15000,0,10000,5000,1
3639,TULSA,OK,74133,SMALL BUS. CAP. CORP,OK,0,25,1,0,25,1,0,N,N,771000,0,771000,771000,0
3640,HOUSTON,TX,77090,WOODFOREST NATIONAL BANK,TX,238120,45,1,3,3,0,1,Y,N,770000,0,750000,375000,0
3641,ST. PAUL,MN,55106,ANCHOR BANK NATL ASSOC,MN,337122,30,1,0,0,1,1,N,N,400000,0,400000,300000,0
3642,SEVIERVILLE,TN,37862,FIRST TENNESSEE BANK NATL ASSO,TN,235990,3,2,0,0,1,1,N,N,20000,0,20000,17000,0
3643,HOUSTON,TX,77040,JPMORGAN CHASE BANK NATL ASSOC,IL,453110,1,1,0,1,1,2,Y,N,39275,0,15000,7500,1
3644,PHOENIX,AZ,85032,"SUPERIOR FINANCIAL GROUP, LLC",CA,811111,3,2,1,3,0,1,N,N,5000,0,5000,4250,1
3645,KINGWOOD,WV,26537,CLEAR MOUNTAIN BANK,WV,327320,9,1,0,0,1,2,N,N,500000,0,500000,375000,1
3646,HELENA,MT,59601,WELLS FARGO BANK NATL ASSOC,MT,448120,13,1,0,0,1,0,N,N,91000,0,91000,80080,0
3647,DUBLIN,OH,43017,JPMORGAN CHASE BANK NATL ASSOC,IL,722211,7,2,7,0,68020,1,Y,N,150000,0,150000,127500,0
3648,DANVILLE,VT,5828,PASSUMPSIC SAVINGS BANK,VT,0,3,1,0,3,1,0,0,N,60000,0,70000,35000,0
3649,SAN ANTONIO,TX,78229,AMEGY BK NATL ASSOC,TX,424210,1,2,3,1,0,2,N,N,195000,0,195000,146250,0
3650,MUSCLE SHOALS,AL,35616,CB&S BANK,AL,332710,4,1,0,0,1,2,0,Y,100000,0,100000,85000,0
3651,FARIBAULT,MN,55021,THE STATE BANK OF FARIBAULT,MN,445110,240,1,0,240,1,2,Y,N,368000,0,150000,75000,0
3652,ST. ALBANS,VT,5478,CHITTENDEN TR COMPANY A DIVISI,VT,722211,1,2,7,0,1,2,0,N,56000,0,90000,76500,0
3653,SPRING,TX,77382,JPMORGAN CHASE BANK NATL ASSOC,IL,541613,2,1,10,0,0,1,Y,N,192041,0,75000,37500,0
3654,CASTLETON,NY,12033,"TD BANK, NATIONAL ASSOCIATION",NY,0,2,1,0,0,1,0,N,Y,100000,0,100000,80000,0
3655,HILLSBORO,OR,97123,U.S. BANK NATIONAL ASSOCIATION,OH,238990,1,1,0,1,0,1,Y,N,27216,0,10000,5000,0
3656,PEMBROKE,MA,2359,CAPITAL ONE NATL ASSOC,VA,323110,6,2,0,6,0,1,N,N,50000,0,50000,25000,1
3657,ORLANDO,FL,32807,BANK OF AMERICA NATL ASSOC,NC,0,30,1,0,0,53110,0,N,N,411000,0,411000,308250,1
3658,GARLAND,UT,84312,ZIONS FIRST NATIONAL BANK,UT,621111,9,1,0,9,0,2,Y,N,100000,0,100000,50000,0
3659,CLERTOMA,OH,45150,"PNC BANK, NATIONAL ASSOCIATION",PA,0,5,2,0,0,1,0,0,N,15000,0,15000,7500,0
3660,WINCHESTER,VA,22601,FIRST BANK,VA,0,5,1,0,0,1,1,0,Y,22852,0,27000,21600,0
3661,DANVILLE,IL,61832,FIRST FINAN BANK NATL ASSOC,IL,722211,10,1,3,10,1,1,Y,N,37000,0,25000,12500,0
3662,JEFFERSONVILLE,IN,47130,JPMORGAN CHASE BANK NATL ASSOC,IL,0,3,1,0,0,1,0,N,N,110000,0,110000,99000,0
3663,Pleasant Hill,CA,94523,"READYCAP LENDING, LLC",CA,541511,9,1,0,9,0,1,N,N,410000,0,410000,369000,0
3664,WAUSAU,WI,54401,NICOLET NATIONAL BANK,WI,441229,2,2,0,2,1,1,0,N,48825,0,48825,41501,0
3665,Largo,FL,33777,FIFTH THIRD BANK,OH,423690,1,1,1,1,0,1,Y,N,44500,0,25000,12500,0
3666,CONCORD,NH,3301,BANK OF NEW HAMPSHIRE,NH,238210,2,1,0,0,0,1,N,N,23500,0,23500,11750,0
3667,FORT WORTH,TX,76140,SOUTHWEST BANK,TX,621310,13,1,0,0,1,0,0,N,205000,0,205000,153750,0
3668,MOUNT PLEASANT,SC,29464,SOUTH STATE BANK,SC,444110,3,1,0,3,1,1,N,N,97300,0,50000,25000,0
3669,MISSOULA,MT,59802,FIRST SECURITY BK OF MISSOULA,MT,722410,11,1,3,8,1,1,0,N,220000,0,220000,165000,0
3670,RICHMOND,VA,23224,WELLS FARGO BANK NATL ASSOC,SD,332813,7,2,0,0,1,0,N,N,116000,0,116000,104400,0
3671,GLOUCESTER,MA,1930,INDEPENDENCE BANK,RI,114111,4,2,0,0,1,0,0,Y,70000,0,70000,56000,0
3672,RIVERSIDE,CA,92507,SUNWEST BANK,CA,812112,12,1,40,40,35706,1,0,N,150000,0,150000,127500,1
3673,LONG BEACH,CA,90806,COMERICA BANK,TX,811213,34,1,0,0,1,1,N,N,500000,0,500000,375000,0
3674,PITTSFIELD,MA,1201,LEGACY BANK,WI,453310,2,1,0,2,1,1,Y,N,53024,0,50000,25000,0
3675,Bakersfield,CA,93309,UMPQUA BANK,OR,442210,1,1,0,0,0,1,N,N,25000,0,25000,21250,1
3676,VAN NUYS,CA,91405,BBCN BANK,CA,511130,2,1,1,2,0,1,N,N,15000,0,15000,12750,0
3677,CORONA,CA,92881,BANK OF AMERICA NATL ASSOC,NC,484110,4,1,1,4,1,1,Y,N,45000,0,45000,22500,0
3678,SAN DIEGO,CA,92121,WELLS FARGO BANK NATL ASSOC,SD,332813,25,1,0,0,1,0,0,N,65000,0,65000,45500,0
3679,EDMOND,OK,73034,BANCFIRST,OK,0,6,1,0,0,1,1,,N,593000,0,593000,444750,0
3680,ST. GEORGE,UT,84790,NEVADA STATE BANK,NV,453220,13,2,2,13,26871,1,N,N,196300,0,196300,147225,0
3681,AVON PARK,FL,33825,"BUSINESS LOAN CENTER, LLC",SC,721110,9,1,5,9,1,2,0,N,1400000,0,1400000,1050000,0
3682,NEW YORK,NY,10029,"BUSINESS LENDERS, LLC",CT,311812,2,1,0,2,1,1,0,N,105000,0,105000,78750,0
3683,KENT,WA,98032,"WACHOVIA SBA LENDING, INC.",CA,0,14,1,14,14,1,1,0,N,1109000,0,1109000,749994,0
3684,CALDWELL,NJ,7006,"PNC BANK, NATIONAL ASSOCIATION",DE,722110,6,1,1,6,1,1,0,N,28000,0,28000,14000,0
3685,KINGSTON,NY,12401,NEW YORK BUS. DEVEL CORP,NY,623312,32,2,0,0,1,1,N,N,400000,0,400000,300000,0
3686,FARGO,ND,58102,BANK OF THE WEST,ND,0,5,1,0,0,1,0,N,N,35000,0,35000,31500,0
3687,BRAINTREE (TOWN OF),MA,2184,CITIZENS BANK NATL ASSOC,RI,541110,1,1,0,1,1,1,Y,N,40433,0,20000,10000,0
3688,SCOTTSDALE,AZ,85251,JPMORGAN CHASE BANK NATL ASSOC,IL,448310,1,2,0,1,1,1,Y,N,35000,0,35000,17500,0
3689,Chino,CA,91710,WELLS FARGO BANK NATL ASSOC,SD,325991,16,1,10,16,0,1,N,N,429000,0,515000,463500,0
3690,SNOHOMISH,WA,98290,FIRST HERITAGE BANK,WA,0,6,1,0,0,1,0,N,N,25000,0,25000,20000,0
3691,FRESNO,CA,93710,CALIFORNIA BANK & TRUST,CA,541110,1,1,1,1,1,0,0,N,30000,0,30000,22500,0
3692,ARCADIA,CA,91007,WILSHIRE BANK,CA,621210,12,1,0,12,1,1,0,N,328000,0,328000,246000,0
3693,MIAMI,FL,33122,FLORIDA BUS. DEVEL CORP,FL,0,35,1,19,0,1,1,N,N,657000,0,657000,657000,0
3694,BENSENVILLE,IL,60194,BMO HARRIS CENT. NATL ASSOC,IL,235310,15,1,0,0,1,0,N,N,85000,0,85000,63750,0
3695,BRANFORD,CT,6405,SAVINGS BANK OF DANBURY,CT,325110,2,2,0,0,1,1,N,N,150000,0,150000,127500,0
3696,DALLAS,TX,75235,"BANK OF TEXAS, A DIVISION OF",TX,0,25,1,0,0,1,1,N,N,200000,0,200000,150000,0
